compound,grouping,MW,formula,CAS,C,H,O,N,n_Benz,Cl,S,F,Si,Br,I,Combust,MRF
"1-Decene, 2-methyly",1.55,154.29,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
5-Undecene,1.5,154.29,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
"1-Decene, 2-methyl-",1.55,154.29018,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
"1-Decene, 5-methyl-",1.55,154.29,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
C11 isoolefins,1.5,154.29,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
C11H22,1.5,154.29018,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
C11H22 iso,1.5,154.29018,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
C11H22 isomers,1.5,154.29018,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
C11H22 linear,1.5,154.29018,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
4-Undecene,1.5,154.2924,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
"Nonane, 2-methyl-3-methylene-",1.55,154.2924,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
Undecene,1.5,154.2924,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
1-Undecene,1.5,154.3,C11H22,,11,22,0,0,0,0,0,,,,,1632.0,1.327
"Naphthacene, 1-ethyl-",2.2,156.22,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Napthalene, dimethyl-",2.2,156.22,‎C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"1,4-Ethenonaphtahlene, 1,4-dihydro-",2.2,156.22248,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 1,7-dimethyl-",2.2,156.22248,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 1-ethyl-",2.2,156.22248,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 2,7-dimethyl-",2.2,156.22248,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, dimethyl-",2.2,156.22248,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Napthalene, 2-ethenyl",2.2,156.22248,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Pent-1-yn-3-ene, 4-methyl-3-phenyl-",2.0,156.22248,C12H12,,12,12,0,0,1,0,0,,,,,1517.0,1.356
"Naphthalene, 1,3-dimethyl-",2.2,156.223,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 1,5-dimethyl-",2.2,156.223,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 1,4-dimethyl-",2.2,156.2237,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 1,6-dimethyl-",2.2,156.2237,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 2,6-dimethyl-",2.2,156.2237,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
"Naphthalene, 2-ethyl-",2.2,156.2237,C12H12,,12,12,0,0,2,0,0,,,,,1517.0,1.483
C11 isoparaffins,0.9,156.30586,C11H24,,11,24,0,0,0,0,0,,,,,1675.0,1.365
C11H24 iso-paraffin,0.9,156.31,C11H24,,11,24,0,0,0,0,0,,,,,1675.0,1.365
"Decane, 3-methyl-",0.9,156.308,C11H24,,11,24,0,0,0,0,0,,,,,1675.0,1.365
"Decane, 4-methyl-",0.9,156.308,C11H24,,11,24,0,0,0,0,0,,,,,1675.0,1.365
"Decane, 5-methyl-",0.9,156.3083,C11H24,,11,24,0,0,0,0,0,,,,,1675.0,1.365
iso-undecane,0.9,156.31,C11H24,,11,24,0,0,0,0,0,,,,,1675.0,1.365
Undecane,1.0,156.31,C11H24,,11,24,0,0,0,0,0,,,,,1675.0,1.365
"1H-Indene, 1,1,3-trimethyl-",2.2,158.24,C12H14,,12,14,0,0,1,0,0,,,,,1560.0,1.393
"Tricyclo[6.4.0.0(3,7)]dodeca-1,9,11-triene",2.0,158.24,C12H14,,12,14,0,0,1,0,0,,,,,1560.0,1.393
"1H-Indene, 2,3-dihydro-1,1,5-trimethyl-",2.0,160.25384,C12H16,,12,16,0,0,0,0,0,,,,,1604.0,1.304
"Benzene, 1-(2-butenyl)-2,3-dimethyl-",2.0,160.25384,C12H16,,12,16,0,0,1,0,0,,,,,1604.0,1.431
"Naphthalene, 1,2,3,4-tetrahydro-2,6-dimethyl-",2.2,160.25,C12H16,,12,16,0,0,1,0,0,,,,,1604.0,1.431
"Naphthalene, 5-ethyl-1,2,3,4-tetrahydro-",2.2,160.25,C12H16,,12,16,0,0,1,0,0,,,,,1604.0,1.431
"Naphthalene, 6-ethyl-1,2,3,4-tetrahydro-",2.2,160.25,C12H16,,12,16,0,0,1,0,0,,,,,1604.0,1.431
"Benzene, 4-(2-butenyl)-1,2-dimethyl-, (E)-",2.0,160.255,C12H16,,12,16,0,0,0,0,0,,,,,1604.0,1.304
"Benzene, 1-(1-methylethenyl)-2-(1-methylethyl)-",,160.2554,C12H16,,12,16,0,0,1,0,0,,,,,1604.0,1.431
"Benzene, 4-hexenyl-",2.0,160.2554,C12H16,,12,16,0,0,1,0,0,,,,,1604.0,1.431
"Naphthalene, 1,2,3,4-tetrahydro-2,7-dimethyl-",2.0,160.2554,C12H16,,12,16,0,0,0,0,0,,,,,1604.0,1.304
"Benzene, (1-3-dimethylbutyl)-",2.0,162.26952,C12H18,,12,18,0,0,1,0,0,,,,,1648.0,1.468
"Benzene, hexyl-",2.0,162.26952,C12H18,,12,18,0,0,1,0,0,,,,,1648.0,1.468
C12H18 MAR,2.0,162.26952,C12H18,,12,18,0,0,1,0,0,,,,,1648.0,1.468
"Benzene, 2,4-dimethyl-1-(1-methylpropyl)-",2.0,162.27,C12H18,,12,18,0,0,0,0,0,,,,,1648.0,1.341
"Benzene, 1,2-diethyl-3,4-dimethyl-",2.0,162.271,C12H18,,12,18,0,0,0,0,0,,,,,1648.0,1.341
"Benzene, 1,3,5-trimethyl-2-propyl-",2.0,162.271,C12H18,,12,18,0,0,2,0,0,,,,,1648.0,1.595
"Benzene, (1,3-dimethylbutyl)-",2.0,162.2713,C12H18,,12,18,0,0,1,0,0,,,,,1648.0,1.468
"Benzene, (1-methylpentyl)-",2.0,162.27,C12H18,,12,18,0,0,1,0,0,,,,,1648.0,1.468
"Benzene, (2-methylpentyl)-",2.0,162.27,C12H18,,12,18,0,0,1,0,0,,,,,1648.0,1.468
1H-phenalene,2.3,166.218,C13H10,,13,10,0,0,2,0,0,,,,,1577.0,1.534
Fluorene,2.2,166.2185,C13H10,,13,10,0,0,2,0,0,,,,,1577.0,1.534
"3,5-Octadiene, 4,5-diethyl-",1.55,166.3,C12H22,,12,22,0,0,0,0,0,,,,,1735.0,1.416
Dodecadiene,1.7,166.3,C12H22,,12,22,0,0,0,0,0,,,,,1735.0,1.416
"1,8-Dodecadiene",1.7,166.30088,C12H22,,12,22,0,0,0,0,0,,,,,1735.0,1.416
"1,3,5-Cycloheptatriene",1.1,166.303,C12H22,,12,22,0,0,0,0,0,,,,,1735.0,1.416
"1,11-Dodecadiene",1.7,166.3031,C12H22,,12,22,0,0,0,0,0,,,,,1735.0,1.416
1-Dodecyne,1.5,166.3031,C12H22,,12,22,0,0,0,0,0,,,,,1735.0,1.416
"Biphenylene, methyl-",2.3,168.23,	C13H12,,13,12,0,0,0,0,0,,,,,1620.0,1.318
Diphenylmethane,2.02,168.23,C13H12,,13,12,0,0,2,0,0,,,,,1620.0,1.572
"Fluorene, 1,4-dihydro",2.3,168.23,C13H12,,13,12,0,0,2,0,0,,,,,1620.0,1.572
1-Isopropenylnaphthalene,2.2,168.234,C13H12,,13,12,0,0,2,0,0,,,,,1620.0,1.572
1-Dodecene ,1.5,168.31656,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
C12 isoolefins,1.5,168.32,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
C12H24,1.5,168.31656,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
C12H24 isomers,1.5,168.31656,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
"1-Undecene, 4-methyl-",1.55,168.319,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
6-Dodecene,1.5,168.319,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
3-Dodecene,1.5,168.32,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
"3-Undecene, 7-methyl-",1.55,168.32,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
C12H24 iso,1.5,168.32,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
Dodecene,1.5,168.32,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
1-Dodecene,1.5,168.32,C12H24,,12,24,0,0,0,0,0,,,,,1779.0,1.453
"Naphthalene, 1,4,5-trimethyl-",2.2,170.24886,C13H14,,13,14,0,0,2,0,0,,,,,1664.0,1.609
"Naphthalene, 1,4,6-trimethyl-",2.2,170.25,C13H14,,13,14,0,0,2,0,0,,,,,1664.0,1.609
"Naphthalene, 1,6,7-trimethyl-",2.2,170.25,C13H14,,13,14,0,0,2,0,0,,,,,1664.0,1.609
"Naphthalene, trimethyl-",2.2,170.25,C13H14,,13,14,0,0,2,0,0,,,,,1664.0,1.609
"Napthalene, 1-propyl-",2.2,170.25,C13H14,,13,14,0,0,2,0,0,,,,,1664.0,1.609
"Napthalene, trimethyl-",2.2,170.25,C13H14,,13,14,0,0,2,0,0,,,,,1664.0,1.609
"Naphthalene, 2,3,6-trimethyl-",2.2,170.2503,C13H14,,13,14,0,0,2,0,0,,,,,1664.0,1.609
"2,6-Dimethyldecane",0.9,170.33224,C12H26,,12,26,0,0,0,0,0,,,,,1823.0,1.491
C12H26 iso-paraffin,0.9,170.33,C12H26,,12,26,0,0,0,0,0,,,,,1823.0,1.491
C12 isoparaffins,0.9,170.3348,C12H26,,12,26,0,0,0,0,0,,,,,1823.0,1.491
Dodecane,1.0,170.33,C12H26,,12,26,0,0,0,0,0,,,,,1823.0,1.491
iso-dodecane,0.9,170.33,C12H26,,12,26,0,0,0,0,0,,,,,1823.0,1.491
"Benzene, 1-heptenyl-",2.0,174.28,C13H18,,13,18,0,0,1,0,0,,,,,1751.0,1.557
"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",2.2,174.28,C13H18,,13,18,0,0,1,0,0,,,,,1751.0,1.557
"Naphthalene, 1,2,3,4-tetrahydro-2,5,8-trimethyl-",2.2,174.28,C13H18,,13,18,0,0,1,0,0,,,,,1751.0,1.557
"Naphthalene, 1,2,3,4-tetrahydro-6-propyl-",2.2,174.28,C13H18,,13,18,0,0,1,0,0,,,,,1751.0,1.557
"Benzene, heptyl-",2.0,176.2959,C13H20,,13,20,0,0,1,0,0,,,,,1795.0,1.594
Benzene-heptyl,2.0,176.3,C13H20,,13,20,0,0,1,0,0,,,,,1795.0,1.594
C13H20 MAR,2.0,176.298,C13H20,,13,20,0,0,1,0,0,,,,,1795.0,1.594
"9H-Fluorene, 9-methylene-",2.3,178.229,C14H10,,14,10,0,0,2,0,0,,,,,1680.0,1.623
anthracene,2.3,178.229,C14H10,,14,10,0,0,2,0,0,,,,,1680.0,1.623
phenanthrene,2.3,178.229,C14H10,,14,10,0,0,2,0,0,,,,,1680.0,1.623
cis-Stilbene,2.02,180.24,C14H12,,14,12,0,0,2,0,0,,,,,1724.0,1.66
"9H-Fluorene, 3-methyl",2.3,180.24388,C14H12,,14,12,0,0,3,0,0,,,,,1724.0,1.787
"9H-Fluorene, 2-methyl-",2.0,180.2451,C14H12,,14,12,0,0,2,0,0,,,,,1724.0,1.66
Stilbene,2.02,180.25,C14H12,,14,12,0,0,2,0,0,,,,,1724.0,1.66
"1,12-Tridecadiene",1.7,180.329,C13H24,,13,24,0,0,0,0,0,,,,,1882.0,1.542
C13H24,1.7,180.3297,C13H24,,13,24,0,0,0,0,0,,,,,1882.0,1.542
Tridecadiene,1.7,180.33,C13H24,,13,24,0,0,0,0,0,,,,,1882.0,1.542
Bibenzyl,2.02,182.26,C14H14,,14,14,0,0,2,0,0,,,,,1767.0,1.698
C13 isoolefins,1.5,182.34,C13H26,,13,26,0,0,0,0,0,,,,,1926.0,1.58
C13H26 iso,1.5,182.34294,C13H26,,13,26,0,0,0,0,0,,,,,1926.0,1.58
C13H26 isomers,1.5,182.34294,C13H26,,13,26,0,0,0,0,0,,,,,1926.0,1.58
1-Tridecene,1.5,182.3455,C13H26,,13,26,0,0,0,0,0,,,,,1926.0,1.58
3-Tridecene,1.5,182.35,C13H26,,13,26,0,0,0,0,0,,,,,1926.0,1.58
C13H26,1.5,182.3455,C13H26,,13,26,0,0,0,0,0,,,,,1926.0,1.58
Tridecene,1.5,182.35,C13H26,,13,26,0,0,0,0,0,,,,,1926.0,1.58
C14H15 diaromatics,2.2,183.2674,C14H15,,14,15,0,0,2,0,0,,,,,1789.0,1.716
"cis-3-Methyl-4-cyclohexene-1,2-dicarboxylic acid",3.0,184.18638,C9H12O4,,9,12,4,0,0,0,0,,,,,1013.0,0.797
"Naphthalene, 1,2,3,4-tetramethyl-",2.2,184.27,C14H16,,14,16,0,0,2,0,0,,,,,1811.0,1.735
"Naphthalene, 2-methyl-1-propyl-",2.2,184.28,C14H16,,14,16,0,0,2,0,0,,,,,1811.0,1.735
"1,4,5,8-Tetramethylnaphthalene",2.2,184.28,C14H16,,14,16,0,0,0,0,0,,,,,1811.0,1.481
"Naphtalene, 2-methyl-1-propyl-",2.0,184.28,C14H16,,14,16,0,0,2,0,0,,,,,1811.0,1.735
"Naphthalene, tetramethyl-",2.2,184.28,C14H16,,14,16,0,0,2,0,0,,,,,1811.0,1.735
C13H28 iso-paraffin,0.9,184.35862,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
C13H28 iso-paraffins,0.9,184.36,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
"Decane, 2,5,6-trimethyl-",0.9,184.35862,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
"Undecane, 2,6-dimethyl-",0.9,184.35862,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
"Decane, 2,4,6-trimethyl-",0.9,184.36,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
iso-tridecane,0.9,184.36,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
Tridecane,1.0,184.36,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
C13 isoparaffins,0.9,184.3614,C13H28,,13,28,0,0,0,0,0,,,,,1970.0,1.617
"Benzene, (3-cyclopentylpropyl)-",2.0,188.3,C14H20,,14,20,0,0,1,0,0,,,,,1899.0,1.683
" Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",2.0,188.3066,C14H20,,14,20,0,0,0,0,0,,,,,1899.0,1.556
"1,4,6,7-Tetramethyl1,2,3,4-tetrahydronaphthalene",2.2,188.31,C14H20,,14,20,0,0,1,0,0,,,,,1899.0,1.683
"1-(3-Methylbutyl)-2,3,6-trimethylbenzene",2.0,190.32,	C14H22,,14,22,0,0,0,0,0,,,,,1942.0,1.594
1-Phenyl-5-methylheptane,2.0,190.32,C14H22,,14,22,0,0,1,0,0,,,,,1942.0,1.721
"Benzene, octyl-",2.0,190.3245,C14H22,,14,22,0,0,1,0,0,,,,,1942.0,1.721
"Phenanthrene, 3-methyl-",2.3,192.25458,C15H12,,15,12,0,0,3,0,0,,,,,1827.0,1.876
"9H-Fluorene, 3,5-dimethyl-",2.3,194.27,C15H14,,15,14,0,0,0,0,0,,,,,1871.0,1.532
"1,2-Diphenylcyclopropane",2.02,194.3,C15H14,,15,14,0,0,2,0,0,,,,,1871.0,1.786
"1,13-Tetradecadiene",1.7,194.35364,C14H26,,14,26,0,0,0,0,0,,,,,2030.0,1.668
"1,9-Tetradecadiene",1.7,194.35364,C14H26,,14,26,0,0,0,0,0,,,,,2030.0,1.668
Tetradecadiene,1.7,194.35364,C14H26,,14,26,0,0,0,0,0,,,,,2030.0,1.668
C14H26,1.7,194.3562,C14H26,,14,26,0,0,0,0,0,,,,,2030.0,1.668
C15H16 diar,2.2,196.28594,C15H16,,15,16,0,0,2,0,0,,,,,1915.0,1.824
"Benzene, 1,1'(1-methyl-1,2-ethanediyl)bis-",2.02,196.29,C15H16,,15,16,0,0,2,0,0,,,,,1915.0,1.824
"Benzene,1,1'(1,3-propanediyl)bis-",2.02,196.29,C15H16,,15,16,0,0,2,0,0,,,,,1915.0,1.824
4-Tetradecene,1.5,196.36932,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
C14 isoolefins,1.5,196.37,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
C14H28,1.5,196.36932,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
C14H28 iso,1.5,196.36932,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
C14H28 isomers,1.5,196.36932,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
2-Butyl-1-decene,1.5,196.37,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
Tetradecene,1.5,196.37,	C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
1-Tetradecene,1.5,196.37,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
3-Tetradecene,1.5,196.37,C14H28,,14,28,0,0,0,0,0,,,,,2073.0,1.706
"6-Isopropyl-1,4-dimethylnaphthalene",2.2,198.3,C15H18,,15,18,0,0,2,0,0,,,,,1958.0,1.861
"Naphthalene, 1,6-dimethyl-4-(1-methylethyl)-",2.2,198.3,C15H18,,15,18,0,0,2,0,0,,,,,1958.0,1.861
branched tridecanes,1.0,198.385,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
C14H30  iso-paraffins,0.9,198.39,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
C14H30 iso-paraffins,0.9,198.385,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
C14 isomers,0.9,198.388,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
C14 isoparaffins,0.9,198.388,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
C14H30,1.0,198.388,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
iso-Tetradecane,0.9,198.39,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
Tetradecane,1.0,198.39,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
"2,4-Dimethyldodecane",0.9,198.39,C14H30,,14,30,0,0,0,0,0,,,,,2117.0,1.743
Fluoranthene,2.3,202.25,C16H10,,16,10,0,0,3,0,0,,,,,1887.0,1.927
"Benzene, nonyl-",2.0,204.35,C15H24,,15,24,0,0,1,0,0,,,,,2090.0,1.847
"Benzene, (2-methylene-1-phenylcyclopropyl)-",2.02,206.28,C16H14,,16,14,0,0,0,0,0,,,,,1975.0,1.621
"Benzene, 1,1'(1,3-butadienylidene)bis-",2.02,206.28,C16H14,,16,14,0,0,2,0,0,,,,,1975.0,1.875
"Naphthalene, 1,2-dihydro-1-phenyl-",2.02,206.28,C16H14,,16,14,0,0,2,0,0,,,,,1975.0,1.875
"Phenanthrene, 2,3-dimethyl-",2.2,206.28,C16H14,,16,14,0,0,3,0,0,,,,,1975.0,2.002
"Phenanthrene, 3,5-dimethyl- ",2.3,206.28096,C16H14,,16,14,0,0,3,0,0,,,,,1975.0,2.002
"1,2-Dihydro-3-phenylnaphthalene",2.02,206.28,C16H14,,16,14,0,0,2,0,0,,,,,1975.0,1.875
"1,4-Dephenyl-1,3-butadiene",2.02,206.3,C16H14,,16,14,0,0,2,0,0,,,,,1975.0,1.875
"Benzene, 1,1'(2-butene-1,4-diyl)bis-",2.02,208.3,C16H16,,16,16,0,0,2,0,0,,,,,2018.0,1.913
"Benzene, 1,1'-(2-butene-1,4-diyl)bis-",2.02,208.3,C16H16,,16,16,0,0,2,0,0,,,,,2018.0,1.913
"Benzene, 1,1'-(3-methyl-1-propene-1,3-diyl)bis-",2.02,208.3,C16H16,,16,16,0,0,2,0,0,,,,,2018.0,1.913
"2,4-Diphenyl-1-butene",2.02,208.3,C16H16,,16,16,0,0,2,0,0,,,,,2018.0,1.913
"Benzene, 1,1'(1-butene-1,4-diyl)bis-",2.02,208.3,C16H16,,16,16,0,0,2,0,0,,,,,2018.0,1.913
"Benzene, 1,1'-(1-butene-1,4-diyl)bis-",2.02,208.3,C16H16,,16,16,0,0,1,0,0,,,,,2018.0,1.786
Pentadecadiene,1.7,208.38002,C15H28,,15,28,0,0,0,0,0,,,,,2177.0,1.795
C15H28,1.7,208.3828,C15H28,,15,28,0,0,0,0,0,,,,,2177.0,1.795
C16H17 diar,2.2,209.31,C16H17,,16,17,0,0,2,0,0,,,,,2040.0,1.931
Tetradecanenitrile,4.0,209.36818,C14H27N,,14,27,0,1,0,0,0,,,,,2059.0,1.694
"1,1'-Biphenyl, 3,4-diethyl-",2.02,210.31,C16H18,,16,18,0,0,2,0,0,,,,,2062.0,1.95
"Benzene, 1,1'-(1,2-dimethyl-1,2-ethanediyl)bis-, (R*,S*)-",2.2,210.314,C16H18,,16,18,0,0,2,0,0,,,,,2062.0,1.95
"Benzene, 1,1'-(1,2-dimethyl-1,2-ethanediyl)bis-",2.02,210.31,C16H18,,16,18,0,0,2,0,0,,,,,2062.0,1.95
C15 isoolefins,1.5,210.4,C15H30,,15,30,0,0,0,0,0,,,,,2221.0,1.832
C15H30 iso,1.5,210.3957,C15H30,,15,30,0,0,0,0,0,,,,,2221.0,1.832
C15H30 isomers,1.5,210.3957,C15H30,,15,30,0,0,0,0,0,,,,,2221.0,1.832
Pentadecene,1.5,210.3957,C15H30,,15,30,0,0,0,0,0,,,,,2221.0,1.832
1-Pentadecene,1.5,210.4,C15H30,,15,30,0,0,0,0,0,,,,,2221.0,1.832
1-Pentadecene ,1.5,210.3987,C15H30,,15,30,0,0,0,0,0,,,,,2221.0,1.832
C15H30,1.0,210.3987,C15H30,,15,30,0,0,0,0,0,,,,,2221.0,1.832
C15H32,1.0,212.41138,C15H32,,15,32,0,0,0,0,0,,,,,2264.0,1.87
C15H32  iso-paraffins,0.9,212.41,C15H32,,15,32,0,0,0,0,0,,,,,2264.0,1.87
C15 isoparaffins,0.9,212.414,C15H32,,15,32,0,0,0,0,0,,,,,2264.0,1.87
C15H32 iso-paraffins,0.9,212.4146,C15H32,,15,32,0,0,0,0,0,,,,,2264.0,1.87
iso-pentadecane,0.9,212.41,C15H32,,15,32,0,0,0,0,0,,,,,2264.0,1.87
Pentadecane,1.0,212.41,C15H32,,15,32,0,0,0,0,0,,,,,2264.0,1.87
Diphenyl sulfone,5.0,218.27,C12H10O2S,,12,10,2,0,2,0,0,,,,,1377.0,1.363
Diphenylsulfide,5.0,218.27,C12H10O2S,,12,10,2,0,2,0,0,,,,,1377.0,1.363
Diphenylsulfone,5.0,218.27,C12H10O2S,,12,10,2,0,2,0,0,,,,,1377.0,1.363
"Benzene, decyl-",1.0,218.37,C16H26,,16,26,0,0,0,0,0,,,,,2237.0,1.846
"Benzene,decyl-",2.0,218.377,C16H26,,16,26,0,0,1,0,0,,,,,2237.0,1.973
"Benzene, (1-ethyloctyl)-",2.0,218.38,C16H26,,16,26,0,0,1,0,0,,,,,2237.0,1.973
"Benzene, (1-methylnonyl)-",2.0,218.38,C16H26,,16,26,0,0,1,0,0,,,,,2237.0,1.973
"1-(4-Methylphenyl)-4-phenylbuta-1,3,-diene",2.02,220.3,C17H16,,17,16,0,0,2,0,0,,,,,2122.0,2.001
"Phenanthrene, 2,3,5-trimethyl-",2.3,220.30734,C17H16,,17,16,0,0,3,0,0,,,,,2122.0,2.128
"1,3-Pentadiene, 1,1-diphenyl-",2.02,220.31,C17H16,,17,16,0,0,2,0,0,,,,,2122.0,2.001
"1,3-Petandiene, 1,1-diphenyl-",2.02,220.31,C17H16,,17,16,0,0,2,0,0,,,,,2122.0,2.001
Butylated Hydroxytoluene,3.0,220.35,C15H24O,,15,24,1,0,1,0,0,,,,,2041.0,1.805
"Benzene, 1,1'-(1-(2propenyl)-1,2-ethanediyl)bis-",2.02,222.32,C17H18,,17,18,0,0,2,0,0,,,,,2166.0,2.039
Hexadecadiene,1.7,222.4064,C16H30,,16,30,0,0,0,0,0,,,,,2324.0,1.921
C16H30,1.7,222.409,C16H30,,16,30,0,0,0,0,0,,,,,2324.0,1.921
Pentadecanenitrile,4.0,223.397,C15H29N,,15,29,0,1,0,0,0,,,,,2206.0,1.82
1-Nonylcycloheptane,1.1,224.42,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
"1-Pentadecene, 2-methyl-",1.55,224.42,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
C16 isoolefins,1.5,224.42,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
C16H32,1.5,224.42208,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
C16H32 iso,1.5,224.42208,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
C16H32 isomers,1.5,224.42208,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
Cetene,1.5,224.42208,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
"Cyclopentane, undecyl",1.1,224.42208,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
Hexadecene,1.5,224.43,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
1-Hexadecene,1.5,224.43,C16H32,,16,32,0,0,0,0,0,,,,,2368.0,1.958
Hexadecane,1.0,226.4,C16H34,,16,34,0,0,0,0,0,,,,,2412.0,1.996
C16H34,1.0,226.41,C16H34,,16,34,0,0,0,0,0,,,,,2412.0,1.996
C16H34  iso-paraffins,0.9,226.44,C16H34,,16,34,0,0,0,0,0,,,,,2412.0,1.996
C16H34 iso-paraffins,0.9,226.43776,C16H34,,16,34,0,0,0,0,0,,,,,2412.0,1.996
iso-hexadecane,0.9,226.44,C16H34,,16,34,0,0,0,0,0,,,,,2412.0,1.996
C16 isoparaffins,0.9,226.44,C16H34,,16,34,0,0,0,0,0,,,,,2412.0,1.996
Tetradecanoic acid,3.0,228.37,C14H28O2,,14,28,2,0,0,0,0,,,,,1977.0,1.623
"Benzene, (1-methyldecyl)-",2.0,232.4,C7H28,,17,28,0,0,1,0,0,,,,,2384.0,2.099
"Benzene, (1-pentylhexyl)-",2.0,232.4,C17H28,,17,28,0,0,1,0,0,,,,,2384.0,2.099
"Benzene, (e-ethylnonyl)-",2.0,232.4,C17H28,,17,28,0,0,1,0,0,,,,,2384.0,2.099
"Benzene, (1-propyloctyl)-",2.0,232.4,C17H28,,17,28,0,0,1,0,0,,,,,2384.0,2.099
"Benzene, (1-ethylnonyl)-",2.0,232.4,C17H28,,17,28,0,0,1,0,0,,,,,2384.0,2.099
"Benzene, undecyl-",2.0,232.4,C17H28,,17,28,0,0,1,0,0,,,,,2384.0,2.099
"1,5,Diphenyl,1,5-hexadiene",2.02,234.3,C18H18,,18,18,0,0,2,0,0,,,,,2269.0,2.128
"1,5-Diphenyl-1,5-hexadiene",2.02,234.3,C18H18,,18,18,0,0,2,0,0,,,,,2269.0,2.128
"2,5,Diphenyl,1,5-hexadiene",2.02,234.33,C18H18,,18,18,0,0,0,0,0,,,,,2269.0,1.874
"2,5-Diphenyl-1,5-hexadiene",2.02,234.33,C18H18,,18,18,0,0,0,0,0,,,,,2269.0,1.874
